"","model","epp"
"1","gbm_1001",-7.27316729165313
"2","gbm_1002",2.66289455932057
"3","gbm_1003",3.67778116147113
"4","gbm_1004",3.22335854274713
"5","gbm_1005",3.47195531010992
"6","gbm_1006",4.201554029178
"7","gbm_1007",3.67547454790955
"8","gbm_1008",4.42495564450834
"9","gbm_1009",0.0336554029400484
"10","gbm_1010",3.8000553574025
"11","gbm_1011",-2.86340992866852
"12","gbm_1012",3.24234074527689
"13","gbm_1013",3.11538514844983
"14","gbm_1014",4.09599456312603
"15","gbm_1015",3.27733810856462
"16","gbm_1016",4.0385914021032
"17","gbm_1017",3.91765585114887
"18","gbm_1018",-3.20198690530544
"19","gbm_1019",2.91009612684802
"20","gbm_1020",3.61456098964544
"21","gbm_1021",3.16759481000703
"22","gbm_1022",3.01392306421035
"23","gbm_1023",4.02300277780391
"24","gbm_1024",2.87739081792549
"25","gbm_1025",0.685141917203298
"26","gbm_1026",1.6714114183584
"27","gbm_1027",4.09800607950001
"28","gbm_1028",0.999679212439667
"29","gbm_1029",4.19171006330151
"30","gbm_1030",1.65982405818329
"31","gbm_1031",3.80421950164194
"32","gbm_1032",4.23571014219727
"33","gbm_1033",3.94828021801182
"34","gbm_1034",3.94406360745101
"35","gbm_1035",-0.164986031236343
"36","gbm_1036",-6.40134277596039
"37","gbm_1037",3.31170909615979
"38","gbm_1038",4.15591748844395
"39","gbm_1039",3.01451881521544
"40","gbm_1040",4.28328050193753
"41","gbm_1041",3.70731004315432
"42","gbm_1042",1.86360240116086
"43","gbm_1043",-0.864030209895383
"44","gbm_1044",-6.80554259917628
"45","gbm_1045",4.39134600063577
"46","gbm_1046",1.04376396712673
"47","gbm_1047",3.2364904126098
"48","gbm_1048",-0.115641260656429
"49","gbm_1049",3.29140051942957
"50","gbm_1050",4.118425414233
"51","gbm_1051",3.85726587968116
"52","gbm_1052",-7.17493791589998
"53","gbm_1053",2.9019183473668
"54","gbm_1054",-2.33359553134467
"55","gbm_1055",3.58712763917484
"56","gbm_1056",3.45739990605261
"57","gbm_1057",2.7330720053515
"58","gbm_1058",2.57216301543007
"59","gbm_1059",2.53333664220682
"60","gbm_1060",-7.2599503533038
"61","gbm_1061",4.20822079247317
"62","gbm_1062",-2.28232852709618
"63","gbm_1063",-0.716486306729959
"64","gbm_1064",3.89568021778629
"65","gbm_1065",1.09861591259675
"66","gbm_1066",1.13707078098832
"67","gbm_1067",4.13818230016402
"68","gbm_1068",-0.527406962506278
"69","gbm_1069",3.85129251854692
"70","gbm_1070",2.12807126111434
"71","gbm_1071",4.21145574239227
"72","gbm_1072",4.11866867963214
"73","gbm_1073",0.92888253121698
"74","gbm_1074",4.09240037134187
"75","gbm_1075",4.04246189759481
"76","gbm_1076",3.89078999481179
"77","gbm_1077",3.4569718136862
"78","gbm_1078",0.857831132362247
"79","gbm_1079",-4.94505148113065
"80","gbm_1080",-0.322591009246518
"81","gbm_1081",-6.81892500627822
"82","gbm_1082",3.83466960494752
"83","gbm_1083",-2.22777642834266
"84","gbm_1084",1.13630017126767
"85","gbm_1085",3.44823739598019
"86","gbm_1086",2.97951963772339
"87","gbm_1087",2.94677871884151
"88","gbm_1088",4.00434148167852
"89","gbm_1089",2.75230887801196
"90","gbm_1090",0.535523449767483
"91","gbm_1091",3.69341953984897
"92","gbm_1092",4.09021073490758
"93","gbm_1093",2.64889274629837
"94","gbm_1094",4.15761386093204
"95","gbm_1095",-1.30470968203076
"96","gbm_1096",1.54375522315652
"97","gbm_1097",3.59600946568606
"98","gbm_1098",-7.17239805552671
"99","gbm_1099",4.15236831754754
"100","gbm_1100",4.25924139367209
"101","gbm_1101",3.52527254094981
"102","gbm_1102",4.29424569796123
"103","gbm_1103",3.62204804105909
"104","gbm_1104",1.93170936796775
"105","gbm_1105",3.87668521339524
"106","gbm_1106",4.22780437666322
"107","gbm_1107",4.16743915860523
"108","gbm_1108",3.52917772724895
"109","gbm_1109",4.12370485978673
"110","gbm_1110",4.09182177682184
"111","gbm_1111",3.49546883191058
"112","gbm_1112",4.18169711530621
"113","gbm_1113",-2.68748811287814
"114","gbm_1114",2.14671578313836
"115","gbm_1115",-4.02303541362298
"116","gbm_1116",3.65021103234511
"117","gbm_1117",3.83101316300256
"118","gbm_1118",4.07531045083305
"119","gbm_1119",3.51056460339025
"120","gbm_1120",0.173349358575698
"121","gbm_1121",2.65057140753398
"122","gbm_1122",3.99255618573417
"123","gbm_1123",2.30782257759356
"124","gbm_1124",3.49184320047491
"125","gbm_1125",-6.52540707798704
"126","gbm_1126",3.70183992283665
"127","gbm_1127",-6.63789978990987
"128","gbm_1128",3.5801021416881
"129","gbm_1129",3.85584120293884
"130","gbm_1130",1.36946870901953
"131","gbm_1131",3.12415306325658
"132","gbm_1132",4.19737910165056
"133","gbm_1133",0.214265512119889
"134","gbm_1134",3.29080577793259
"135","gbm_1135",3.52804048729843
"136","gbm_1136",3.46921174998737
"137","gbm_1137",-2.42863213520328
"138","gbm_1138",3.73188069928942
"139","gbm_1139",2.53323872575668
"140","gbm_1140",3.991775267025
"141","gbm_1141",3.59276265532899
"142","gbm_1142",4.21120386792483
"143","gbm_1143",2.71070587064235
"144","gbm_1144",3.98899188559268
"145","gbm_1145",2.98694680805869
"146","gbm_1146",2.27952029360984
"147","gbm_1147",3.59207444411036
"148","gbm_1148",3.9799029895599
"149","gbm_1149",0.410338493640126
