"","model","epp"
"1","gbm_1001",-1.26755599732197
"2","gbm_1002",0.851613800110524
"3","gbm_1003",-0.892633521902438
"4","gbm_1004",0.182149668517585
"5","gbm_1005",0.943721061038501
"6","gbm_1006",1.06237578887767
"7","gbm_1007",0.874046885744023
"8","gbm_1008",-0.142906849810756
"9","gbm_1009",0.905509460420741
"10","gbm_1010",-0.381567384951688
"11","gbm_1011",0.287623338046508
"12","gbm_1012",0.976658701922927
"13","gbm_1013",-1.70082189601657
"14","gbm_1014",-0.854301248356627
"15","gbm_1015",0.95363216303107
"16","gbm_1016",0.331484859343992
"17","gbm_1017",-0.702675542247847
"18","gbm_1018",0.165939201560665
"19","gbm_1019",-0.255837988227251
"20","gbm_1020",0.978905230249919
"21","gbm_1021",0.907924125603739
"22","gbm_1022",0.789165618877106
"23","gbm_1023",0.404490617269688
"24","gbm_1024",0.622635418408559
"25","gbm_1025",0.729493637159396
"26","gbm_1026",0.911304005537263
"27","gbm_1027",-1.4217729410332
"28","gbm_1028",0.84350879612718
"29","gbm_1029",0.687598551190296
"30","gbm_1030",0.889327800991201
"31","gbm_1031",-1.91222580783185
"32","gbm_1032",0.670982525155028
"33","gbm_1033",0.117333773947026
"34","gbm_1034",0.438346359625522
"35","gbm_1035",0.742081547816094
"36","gbm_1036",-0.620882916046202
"37","gbm_1037",-0.539308369537537
"38","gbm_1038",1.07351593225254
"39","gbm_1039",0.884979401742653
"40","gbm_1040",0.456198930463043
"41","gbm_1041",-1.32163188081582
"42","gbm_1042",0.951102233883735
"43","gbm_1043",0.379501777248639
"44","gbm_1044",-0.73221446305884
"45","gbm_1045",-0.64455905674823
"46","gbm_1046",0.515330579354104
"47","gbm_1047",-0.140272569143972
"48","gbm_1048",0.860893466586356
"49","gbm_1049",0.587610277298198
"50","gbm_1050",-1.38248820064642
"51","gbm_1051",0.742982826326012
"52","gbm_1052",-1.24777270347848
"53","gbm_1053",-0.0718492869714431
"54","gbm_1054",0.824523948182282
"55","gbm_1055",0.885292466191786
"56","gbm_1056",-0.792867893744681
"57","gbm_1057",0.41828251759909
"58","gbm_1058",0.446046041531584
"59","gbm_1059",0.896167544221556
"60","gbm_1060",-1.35261938100631
"61","gbm_1061",0.614662496681809
"62","gbm_1062",0.0467388776545381
"63","gbm_1063",0.657624125245025
"64","gbm_1064",-0.118039844853824
"65","gbm_1065",0.870768062150483
"66","gbm_1066",0.768548897237369
"67","gbm_1067",0.378241695049574
"68","gbm_1068",0.587894032028604
"69","gbm_1069",-0.873674745305335
"70","gbm_1070",0.912297118671991
"71","gbm_1071",-0.0621262696077656
"72","gbm_1072",-0.945304906236815
"73","gbm_1073",0.611709957568581
"74","gbm_1074",-1.01193159726637
"75","gbm_1075",-1.40886577038684
"76","gbm_1076",0.952668254333521
"77","gbm_1077",0.400045564231836
"78","gbm_1078",0.900495209786223
"79","gbm_1079",0.0220671973165125
"80","gbm_1080",0.563267167987504
"81","gbm_1081",-1.39979170024818
"82","gbm_1082",1.03331768241417
"83","gbm_1083",0.41816680859629
"84","gbm_1084",0.757346166550362
"85","gbm_1085",0.919403075513555
"86","gbm_1086",0.905585732181004
"87","gbm_1087",0.0974303275117124
"88","gbm_1088",-1.1893592138773
"89","gbm_1089",0.197454741324715
"90","gbm_1090",0.848985038058032
"91","gbm_1091",0.907952732524567
"92","gbm_1092",0.730372580929696
"93","gbm_1093",0.814050036897052
"94","gbm_1094",0.937179187116345
"95","gbm_1095",0.497276883719679
"96","gbm_1096",0.627684372970222
"97","gbm_1097",-0.199495948518946
"98","gbm_1098",-1.84662212146414
"99","gbm_1099",-0.474201256532688
"100","gbm_1100",-0.230146202951304
"101","gbm_1101",-0.741698586485856
"102","gbm_1102",0.350291807774647
"103","gbm_1103",1.00694866806604
"104","gbm_1104",-0.372332362928111
"105","gbm_1105",-0.412739838178817
"106","gbm_1106",0.213237203003238
"107","gbm_1107",0.255145991966291
"108","gbm_1108",0.802913812529488
"109","gbm_1109",0.0550185090893793
"110","gbm_1110",0.522063231680863
"111","gbm_1111",0.893387715307489
"112","gbm_1112",-0.319455514669187
"113","gbm_1113",0.132860046943478
"114","gbm_1114",0.795703714727393
"115","gbm_1115",-0.0802375006902817
"116","gbm_1116",0.875445872419253
"117","gbm_1117",0.582759592082911
"118","gbm_1118",1.0525249043718
"119","gbm_1119",1.04531849087011
"120","gbm_1120",0.577915476612686
"121","gbm_1121",0.800252289701791
"122","gbm_1122",-0.123852668567968
"123","gbm_1123",-0.852366134654522
"124","gbm_1124",0.864637781795752
"125","gbm_1125",-0.327626021111606
