"","model","epp"
"1","gbm_1001",-12.7675350524296
"2","gbm_1002",-6.54004566025198
"3","gbm_1003",1.65842015994229
"4","gbm_1004",2.50553694459601
"5","gbm_1005",-1.22173142962178
"6","gbm_1006",0.0741185835362057
"7","gbm_1007",1.6977994485855
"8","gbm_1008",3.56942873342199
"9","gbm_1009",-2.46068353764498
"10","gbm_1010",1.96004154284686
"11","gbm_1011",-9.07347957549023
"12","gbm_1012",-3.22733423712988
"13","gbm_1013",2.26090717519611
"14","gbm_1014",3.26053291125277
"15","gbm_1015",-1.8427282645087
"16","gbm_1016",3.02636146455808
"17","gbm_1017",3.69512998775017
"18","gbm_1018",-9.71252637923458
"19","gbm_1019",2.82476654033347
"20","gbm_1020",-2.2252952909392
"21","gbm_1021",-0.276066827879942
"22","gbm_1022",0.516925234376411
"23","gbm_1023",2.63089370720491
"24","gbm_1024",1.62829428107573
"25","gbm_1025",-3.63912992547225
"26","gbm_1026",-2.33346416104387
"27","gbm_1027",3.27223197190163
"28","gbm_1028",-2.2616751941388
"29","gbm_1029",1.88688701267067
"30","gbm_1030",-4.62388041006757
"31","gbm_1031",2.50156863616088
"32","gbm_1032",2.35829801058265
"33","gbm_1033",1.96443196018895
"34","gbm_1034",2.32912349150395
"35","gbm_1035",-4.32057244427116
"36","gbm_1036",-10.7999731605186
"37","gbm_1037",2.35727601402922
"38","gbm_1038",0.216078537990469
"39","gbm_1039",-2.2864676796506
"40","gbm_1040",2.49075877031976
"41","gbm_1041",3.00668911256633
"42","gbm_1042",-1.77480049555135
"43","gbm_1043",-10.5158196356012
"44","gbm_1044",-11.0236196485211
"45","gbm_1045",3.85289130808625
"46","gbm_1046",-7.57469496342043
"47","gbm_1047",2.72305362866701
"48","gbm_1048",-3.45966607827139
"49","gbm_1049",1.7898315715331
"50","gbm_1050",3.52783272294812
"51","gbm_1051",1.33919652326645
"52","gbm_1052",-11.8532946114139
"53","gbm_1053",2.61476769153582
"54","gbm_1054",-4.45604771321521
"55","gbm_1055",-3.04805357784307
"56","gbm_1056",2.84403898929649
"57","gbm_1057",2.28347999918769
"58","gbm_1058",1.91109310668484
"59","gbm_1059",-4.2932703482039
"60","gbm_1060",-12.5216014126843
"61","gbm_1061",1.67454636770494
"62","gbm_1062",-9.00413710067017
"63","gbm_1063",-6.10384820826202
"64","gbm_1064",2.6112027433402
"65","gbm_1065",-4.98935288889019
"66","gbm_1066",-6.34171184661372
"67","gbm_1067",3.17211344068659
"68","gbm_1068",-4.77654769498379
"69","gbm_1069",2.84523997039363
"70","gbm_1070",-3.41064555794081
"71","gbm_1071",2.96082568387313
"72","gbm_1072",3.10938578841527
"73","gbm_1073",-9.08019973420179
"74","gbm_1074",3.00992162259307
"75","gbm_1075",3.30951274001326
"76","gbm_1076",-1.85512402236559
"77","gbm_1077",2.18371009316972
"78","gbm_1078",-2.47785348678556
"79","gbm_1079",-9.30652624899714
"80","gbm_1080",-4.66944468845807
"81","gbm_1081",-11.4327901977643
"82","gbm_1082",0.788276094631827
"83","gbm_1083",-6.50017222611269
"84","gbm_1084",-5.79717493699583
"85","gbm_1085",-0.132825181318422
"86","gbm_1086",-0.778355585960382
"87","gbm_1087",2.19252612708559
"88","gbm_1088",3.37323145209288
"89","gbm_1089",1.25229766396526
"90","gbm_1090",-4.02410856378642
"91","gbm_1091",-0.23928836977694
"92","gbm_1092",1.83832065149047
"93","gbm_1093",1.41215068335161
"94","gbm_1094",1.50800471287802
"95","gbm_1095",-7.23505109094685
"96","gbm_1096",-8.46096284246584
"97","gbm_1097",2.77146636157154
"98","gbm_1098",-11.9472168043296
"99","gbm_1099",3.64518137873699
"100","gbm_1100",3.60718006049337
"101","gbm_1101",3.18190934982748
"102","gbm_1102",2.60166675073705
"103","gbm_1103",0.295087851593757
"104","gbm_1104",1.38823506324228
"105","gbm_1105",3.74949127208579
"106","gbm_1106",2.69107493805553
"107","gbm_1107",3.06707613832728
"108","gbm_1108",0.193689446947432
"109","gbm_1109",3.02554520965202
"110","gbm_1110",2.55163157044036
"111","gbm_1111",-0.0210751148564898
"112","gbm_1112",3.04592224693024
"113","gbm_1113",-9.22726519065769
"114","gbm_1114",-7.4844667819134
"115","gbm_1115",-10.66952171251
"116","gbm_1116",-2.89481307663307
"117","gbm_1117",1.67239368663441
"118","gbm_1118",1.89355000421858
"119","gbm_1119",0.367723553499551
"120","gbm_1120",-8.2844892618629
"121","gbm_1121",-7.161856854614
"122","gbm_1122",2.86397679000584
