"","model","epp"
"1","gbm_1001",-14.5791830081918
"2","gbm_1002",-7.94446702243993
"3","gbm_1003",0.0159082161422614
"4","gbm_1004",-0.561616970426622
"5","gbm_1005",-5.04514438239428
"6","gbm_1006",-5.10936622139278
"7","gbm_1007",-7.5115484132392
"8","gbm_1008",1.71509300320003
"9","gbm_1009",-11.5676449969619
"10","gbm_1010",-0.712684743604577
"11","gbm_1011",-12.6909887327291
"12","gbm_1012",-6.30425614722445
"13","gbm_1013",6.20637905484585
"14","gbm_1014",6.49021527596931
"15","gbm_1015",-6.75460480580108
"16","gbm_1016",-3.60444216385579
"17","gbm_1017",-0.0297988265607241
"18","gbm_1018",-12.8187165635316
"19","gbm_1019",1.0388463687778
"20","gbm_1020",-7.456580763942
"21","gbm_1021",-11.3492141992671
"22","gbm_1022",-9.80270802015531
"23","gbm_1023",0.292802177504935
"24","gbm_1024",-5.12403045281862
"25","gbm_1025",-12.0267737267253
"26","gbm_1026",-11.1901466694637
"27","gbm_1027",5.26096787612807
"28","gbm_1028",-11.6366581114099
"29","gbm_1029",-9.99975470954603
"30","gbm_1030",-8.99280006924949
"31","gbm_1031",5.2609782178013
"32","gbm_1032",-0.220192133579499
"33","gbm_1033",-1.26691054656388
"34","gbm_1034",0.0821282199340218
"35","gbm_1035",-11.9866082686624
"36","gbm_1036",-13.6272043234319
"37","gbm_1037",-0.438520470346889
"38","gbm_1038",-4.65842632105105
"39","gbm_1039",-7.33376259027402
"40","gbm_1040",-1.29909193690542
"41","gbm_1041",5.26098912601587
"42","gbm_1042",-10.9564252652936
"43","gbm_1043",-10.2916005176189
"44","gbm_1044",-13.8728904607667
"45","gbm_1045",2.92358774025666
"46","gbm_1046",-10.5116861580683
"47","gbm_1047",0.849780172657091
"48","gbm_1048",-11.2435561058687
"49","gbm_1049",-2.7914795682804
"50","gbm_1050",5.26100281303618
"51","gbm_1051",-5.45964481331964
"52","gbm_1052",-14.5280242333813
"53","gbm_1053",0.739209060074987
"54","gbm_1054",-11.9620913340257
"55","gbm_1055",-8.53435743331701
"56","gbm_1056",3.33827370157332
"57","gbm_1057",-1.10968092108433
"58","gbm_1058",-3.62467000565885
"59","gbm_1059",-7.81288475757002
"60","gbm_1060",-14.5350277007504
"61","gbm_1061",-1.31710844891995
"62","gbm_1062",-13.2591711689568
"63","gbm_1063",-11.9557989329063
"64","gbm_1064",-1.0789597504663
"65","gbm_1065",-9.46893321231263
"66","gbm_1066",-9.49687062108522
"67","gbm_1067",0.544011281935628
"68","gbm_1068",-12.0564486935685
"69","gbm_1069",2.78766020969236
"70","gbm_1070",-8.84144752121208
"71","gbm_1071",-5.54637565774372
"72","gbm_1072",5.25393311595517
"73","gbm_1073",-10.5128462445672
"74","gbm_1074",4.72107175736922
"75","gbm_1075",5.26103158441081
"76","gbm_1076",-5.61522366501973
"77","gbm_1077",-1.20346255270607
"78","gbm_1078",-11.0105906361702
"79","gbm_1079",-13.016625528133
"80","gbm_1080",-12.0533818551282
"81","gbm_1081",-14.8363037592346
"82","gbm_1082",-10.9617439956298
"83","gbm_1083",-12.2979398713529
"84","gbm_1084",-9.48165913979187
"85","gbm_1085",-6.74154782271077
"86","gbm_1086",-11.6581561828231
"87","gbm_1087",-3.55480666119005
"88","gbm_1088",5.73053844379469
"89","gbm_1089",-5.53955414721176
"90","gbm_1090",-11.5512985975056
"91","gbm_1091",-5.53593228911199
"92","gbm_1092",-8.14393449203802
"93","gbm_1093",-3.71579625735574
"94","gbm_1094",-1.49471282487146
"95","gbm_1095",-12.3952884643767
"96","gbm_1096",-10.2424079129066
"97","gbm_1097",1.9703303456884
"98","gbm_1098",-14.854689597047
"99","gbm_1099",4.5998659447122
"100","gbm_1100",3.36807416239823
"101","gbm_1101",3.92250623630708
"102","gbm_1102",-0.0497566192931732
"103","gbm_1103",-11.4542485990909
"104","gbm_1104",-0.439345215012081
"105","gbm_1105",5.26106276641773
"106","gbm_1106",0.517995694007489
"107","gbm_1107",-5.23679436256609
"108","gbm_1108",-6.84839080115458
"109","gbm_1109",1.36461807429981
"110","gbm_1110",0.705750320945763
"111","gbm_1111",-11.6257387779907
"112","gbm_1112",1.93390224093871
"113","gbm_1113",-12.9029591311583
"114","gbm_1114",-8.86116734184331
"115","gbm_1115",-13.0421796417597
"116","gbm_1116",-8.5500453162427
"117","gbm_1117",-2.93621491756458
"118","gbm_1118",-0.99288758121473
"119","gbm_1119",-10.7953479527501
"120","gbm_1120",-10.1397184151527
"121","gbm_1121",-7.82531409695661
"122","gbm_1122",1.25727526138145
"123","gbm_1123",0.0875737528496992
"124","gbm_1124",-11.0317988988795
"125","gbm_1125",-13.1179226797352
"126","gbm_1126",-5.45284834646745
"127","gbm_1127",-13.5307374723564
"128","gbm_1128",4.06012325648893
"129","gbm_1129",-0.25471444149477
"130","gbm_1130",-11.0265727918026
"131","gbm_1131",-10.9706651982235
"132","gbm_1132",3.77480181773913
"133","gbm_1133",-9.8418704081226
"134","gbm_1134",-11.1143729088531
"135","gbm_1135",-5.95035869127144
"136","gbm_1136",-1.36868716217732
"137","gbm_1137",-13.2844776254658
"138","gbm_1138",-10.4191745318509
"139","gbm_1139",-11.171025763494
"140","gbm_1140",-1.23031293370606
"141","gbm_1141",-8.54643466623062
"142","gbm_1142",3.25734449239854
"143","gbm_1143",-9.2282197782309
"144","gbm_1144",-10.5945513987661
"145","gbm_1145",4.33428206363792
"146","gbm_1146",-8.75164382319734
"147","gbm_1147",-0.214703307443627
"148","gbm_1148",-9.39538774506872
"149","gbm_1149",-9.95263730554323
"150","gbm_1150",4.14988090880068
"151","gbm_1151",-2.53597950409658
"152","gbm_1152",-1.00776425462718
"153","gbm_1153",-11.3065371322525
"154","gbm_1154",-11.2404182617882
"155","gbm_1155",1.85582847463441
"156","gbm_1156",-12.0807947050158
"157","gbm_1157",-8.72578748457596
"158","gbm_1158",1.01489737992198
"159","gbm_1159",-12.2511967288058
"160","gbm_1160",0.272413149243964
"161","gbm_1161",-9.72970242611583
"162","gbm_1162",-7.73760962592524
"163","gbm_1163",0.723283534857828
"164","gbm_1164",3.50235478522533
"165","gbm_1165",-3.98205253034436
"166","gbm_1166",-11.8585799152293
"167","gbm_1167",-4.93855451544708
"168","gbm_1168",-8.69150728625687
"169","gbm_1169",2.83835047392219
"170","gbm_1170",-1.66257875411218
"171","gbm_1171",-12.0882955500023
"172","gbm_1172",-7.89619649760473
"173","gbm_1173",-14.1864451574434
"174","gbm_1174",-3.35249770721029
"175","gbm_1175",5.60365751480698
"176","gbm_1176",5.26111519993186
"177","gbm_1177",-12.1313467084421
"178","gbm_1178",-11.8106454432832
"179","gbm_1179",5.26112553611343
"180","gbm_1180",-1.0404791934836
"181","gbm_1181",-13.0729272857173
"182","gbm_1182",-2.04867951514127
"183","gbm_1183",-5.38682275842802
"184","gbm_1184",5.61153518016038
"185","gbm_1185",-2.96749217896463
"186","gbm_1186",-9.84556804539008
"187","gbm_1187",-11.4434522997452
"188","gbm_1188",-11.6840399899427
"189","gbm_1189",-5.20681291338887
"190","gbm_1190",-4.92512455923899
"191","gbm_1191",-10.1998596225205
"192","gbm_1192",-2.02016960681185
"193","gbm_1193",-1.34114474077609
"194","gbm_1194",-11.1822615500172
"195","gbm_1195",-1.71187741360112
"196","gbm_1196",-0.496633250706801
"197","gbm_1197",-9.59380881774478
"198","gbm_1198",-9.97071150849319
"199","gbm_1199",0.336169548064324
"200","gbm_1200",2.87457057880358
"201","gbm_1201",-11.6268167904393
"202","gbm_1202",0.0444010941633851
"203","gbm_1203",-6.17468108304311
"204","gbm_1204",-13.1090197877936
"205","gbm_1205",-5.24338585140074
"206","gbm_1206",-12.8201332886518
"207","gbm_1207",-9.88755587459488
"208","gbm_1208",-11.9955989500109
"209","gbm_1209",6.49041024795972
"210","gbm_1210",-9.43442765398297
"211","gbm_1211",1.85343120848568
"212","gbm_1212",-0.0182039110394099
"213","gbm_1213",-8.6904383648089
"214","gbm_1214",-11.4434106182896
"215","gbm_1215",-7.91703204126391
"216","gbm_1216",5.26114997557815
"217","gbm_1217",-5.89285836512983
"218","gbm_1218",-11.3671696432799
"219","gbm_1219",-0.346714619020327
"220","gbm_1220",-7.69056895389911
"221","gbm_1221",4.65432853370139
"222","gbm_1222",0.240973921633434
"223","gbm_1223",-11.4863135331673
"224","gbm_1224",0.0890989330689719
"225","gbm_1225",-12.1902473892096
"226","gbm_1226",-9.72360650370999
"227","gbm_1227",6.49043439079373
"228","gbm_1228",-8.16881236691488
"229","gbm_1229",-3.90171705299676
"230","gbm_1230",-5.77047436410887
"231","gbm_1231",5.23314476069988
"232","gbm_1232",-11.7114870676808
"233","gbm_1233",-0.718087971657322
"234","gbm_1234",-1.09118902885887
"235","gbm_1235",2.38304260681159
"236","gbm_1236",-3.42496464426631
"237","gbm_1237",-11.3382829753075
"238","gbm_1238",5.26117849720842
"239","gbm_1239",-10.6687713284591
"240","gbm_1240",-11.1897835953134
"241","gbm_1241",-13.3480395178129
"242","gbm_1242",4.19059879946498
"243","gbm_1243",-3.84705202308938
"244","gbm_1244",5.72672537119331
"245","gbm_1245",0.332596330426721
"246","gbm_1246",5.26119934493764
"247","gbm_1247",-11.7269113275117
"248","gbm_1248",0.860718996799479
"249","gbm_1249",-11.6803254724099
"250","gbm_1250",-11.1619156287811
"251","gbm_1251",-13.3481859722111
"252","gbm_1252",-10.9507571320448
"253","gbm_1253",-2.33609081632997
"254","gbm_1254",5.26121015074398
"255","gbm_1255",-10.5320659737221
"256","gbm_1256",-2.25482202365342
"257","gbm_1257",0.266071278966719
"258","gbm_1258",0.664240544639378
"259","gbm_1259",-12.0494724395915
"260","gbm_1260",-12.2563678102783
"261","gbm_1261",-0.836793804451476
"262","gbm_1262",-4.64894874805675
"263","gbm_1263",2.04291807769197
"264","gbm_1264",-1.13507617559722
"265","gbm_1265",5.92892246677973
"266","gbm_1266",-2.06908982983661
"267","gbm_1267",-8.25266200023293
"268","gbm_1268",-10.0669106922432
"269","gbm_1269",-0.225995644622932
"270","gbm_1270",0.0965219586187398
"271","gbm_1271",-11.9552180751375
"272","gbm_1272",2.56067699018799
"273","gbm_1273",-0.384874781037854
"274","gbm_1274",-6.27895760990754
"275","gbm_1275",-11.878589646807
"276","gbm_1276",-8.84060941583089
"277","gbm_1277",-9.77423278495012
"278","gbm_1278",5.26123027066534
"279","gbm_1279",4.11118558459973
"280","gbm_1280",3.40753060849938
