"","model","epp"
"1","gbm_1001",0.732726899433921
"2","gbm_1002",1.429087144117
"3","gbm_1003",-0.0140969522669439
"4","gbm_1004",0.824117655088918
"5","gbm_1005",1.21970029038582
"6","gbm_1006",1.12005688003826
"7","gbm_1007",0.849676378657945
"8","gbm_1008",0.0353054058045444
"9","gbm_1009",1.45532931194688
"10","gbm_1010",0.296165173472305
"11","gbm_1011",1.38953048418451
"12","gbm_1012",1.23407580739527
"13","gbm_1013",-0.969825197194235
"14","gbm_1014",-0.369170587581443
"15","gbm_1015",1.21545618146513
"16","gbm_1016",0.0320547421473892
"17","gbm_1017",-0.24309174881862
"18","gbm_1018",1.42933166631972
"19","gbm_1019",0.628342240517426
"20","gbm_1020",1.27457160086199
"21","gbm_1021",1.34778325375756
"22","gbm_1022",1.21474737934763
"23","gbm_1023",0.452360053297893
"24","gbm_1024",1.07140151813225
"25","gbm_1025",1.46123102235173
"26","gbm_1026",1.30187244641501
"27","gbm_1027",-0.364332006186097
"28","gbm_1028",1.39594651313707
"29","gbm_1029",0.743146556327638
"30","gbm_1030",1.44049106074891
"31","gbm_1031",-0.410836264333727
"32","gbm_1032",0.619121447820331
"33","gbm_1033",0.355581465094357
"34","gbm_1034",0.559645831975738
"35","gbm_1035",1.48490884891293
"36","gbm_1036",1.07435785896748
"37","gbm_1037",-0.138194063216855
"38","gbm_1038",1.11879079831187
"39","gbm_1039",1.30866368261547
"40","gbm_1040",0.637604363719049
"41","gbm_1041",-0.115239638460126
"42","gbm_1042",1.24450638092971
"43","gbm_1043",0.808956729705424
"44","gbm_1044",1.06667469796388
"45","gbm_1045",-0.334139862999508
"46","gbm_1046",1.42175291045668
"47","gbm_1047",0.550661721920487
"48","gbm_1048",1.39406465765243
"49","gbm_1049",0.869431648137482
"50","gbm_1050",-0.139523073463642
"51","gbm_1051",1.02143424985891
"52","gbm_1052",0.611845331602245
"53","gbm_1053",0.54287248249366
"54","gbm_1054",1.5174021784508
"55","gbm_1055",1.24941151012809
"56","gbm_1056",0.0396464319406438
"57","gbm_1057",0.869993619894953
"58","gbm_1058",1.01655736572399
"59","gbm_1059",1.29840835955666
"60","gbm_1060",0.624292116512413
"61","gbm_1061",0.949963672318137
"62","gbm_1062",0.823989297793063
"63","gbm_1063",1.2793570577936
"64","gbm_1064",-0.275000784857287
"65","gbm_1065",1.43697076995965
"66","gbm_1066",1.45498419093137
"67","gbm_1067",0.115041788984999
"68","gbm_1068",1.45456055840472
"69","gbm_1069",0.119990312121019
"70","gbm_1070",1.41066632808472
"71","gbm_1071",0.397714194745869
"72","gbm_1072",-0.660955917199748
"73","gbm_1073",0.990563504794946
"74","gbm_1074",-0.678257270733119
"75","gbm_1075",-0.571132403962428
"76","gbm_1076",1.26321171820537
"77","gbm_1077",0.839810009153448
"78","gbm_1078",1.25928688182477
"79","gbm_1079",1.27229726286367
"80","gbm_1080",1.38446190543269
"81","gbm_1081",0.322324503679095
"82","gbm_1082",1.27883598362599
"83","gbm_1083",1.4411941700094
"84","gbm_1084",1.43121639936516
"85","gbm_1085",1.23619098606093
"86","gbm_1086",1.2768763152666
"87","gbm_1087",0.721221862086954
"88","gbm_1088",-0.325721750109315
"89","gbm_1089",0.908313261168501
"90","gbm_1090",1.31830391528829
"91","gbm_1091",1.18465801079355
"92","gbm_1092",0.924526872598525
"93","gbm_1093",0.785147157641659
"94","gbm_1094",0.907020154261015
"95","gbm_1095",1.21735364839163
"96","gbm_1096",1.36162086281363
"97","gbm_1097",0.459640800670392
"98","gbm_1098",0.166980045263042
"99","gbm_1099",-0.306628438982425
"100","gbm_1100",0.0171178690264606
"101","gbm_1101",0.15490282070422
"102","gbm_1102",0.695463599772153
"103","gbm_1103",1.33383781214031
"104","gbm_1104",0.47717419107983
"105","gbm_1105",-0.590380134534032
"106","gbm_1106",0.580265883155267
"107","gbm_1107",0.256201610473362
"108","gbm_1108",1.25126545951156
"109","gbm_1109",0.689525819592596
"110","gbm_1110",0.426703599065356
"111","gbm_1111",1.29789091447882
"112","gbm_1112",0.403315394035291
"113","gbm_1113",1.35856183245429
"114","gbm_1114",1.43062084122623
"115","gbm_1115",1.00170588231852
"116","gbm_1116",1.26509885790601
"117","gbm_1117",0.931690592070809
"118","gbm_1118",0.902788880249734
"119","gbm_1119",1.3135426642664
"120","gbm_1120",1.53279684623732
"121","gbm_1121",1.15038388118632
"122","gbm_1122",0.522519580117383
"123","gbm_1123",0.273318212318894
"124","gbm_1124",1.21155877935737
"125","gbm_1125",1.18628605735805
"126","gbm_1126",1.16396773354052
"127","gbm_1127",1.08549830710758
"128","gbm_1128",-0.124379321083647
"129","gbm_1129",-0.031799309292049
"130","gbm_1130",1.30234371261911
"131","gbm_1131",1.31689337057539
"132","gbm_1132",0.149696512992561
"133","gbm_1133",0.854921789046032
"134","gbm_1134",1.25071744972685
"135","gbm_1135",1.16846492735379
"136","gbm_1136",0.834427430852657
"137","gbm_1137",0.83913456147779
"138","gbm_1138",1.16280759660618
"139","gbm_1139",1.16231499306401
"140","gbm_1140",0.965498380055321
"141","gbm_1141",0.927233460806231
"142","gbm_1142",-0.020251947812593
"143","gbm_1143",1.37318220750325
"144","gbm_1144",0.929343083337811
"145","gbm_1145",0.0302174754321938
"146","gbm_1146",1.36168149552308
"147","gbm_1147",0.704434204811172
"148","gbm_1148",0.929494494252752
"149","gbm_1149",1.48359079546797
"150","gbm_1150",0.0470185794951179
"151","gbm_1151",1.03595298752047
"152","gbm_1152",0.850260442619753
"153","gbm_1153",1.19530704046467
"154","gbm_1154",1.40234737474526
"155","gbm_1155",0.244096552214789
"156","gbm_1156",1.40444263896765
"157","gbm_1157",0.735847180498867
"158","gbm_1158",-0.342082156487003
"159","gbm_1159",1.45840078238055
"160","gbm_1160",-0.289147577038662
"161","gbm_1161",1.38211109441362
"162","gbm_1162",1.29952686520421
"163","gbm_1163",0.719449951634007
"164","gbm_1164",-0.0158680473180548
"165","gbm_1165",0.415935169200472
"166","gbm_1166",1.46558764366172
"167","gbm_1167",0.26174329734753
"168","gbm_1168",1.28804445095716
"169","gbm_1169",-0.0719415621672795
"170","gbm_1170",0.995015299166338
"171","gbm_1171",1.44009892974033
"172","gbm_1172",1.199372413283
"173","gbm_1173",0.939214236488965
"174","gbm_1174",0.951596076704935
"175","gbm_1175",-0.431145926734951
"176","gbm_1176",-0.65470457626146
"177","gbm_1177",1.33502771104468
"178","gbm_1178",1.42676121314584
"179","gbm_1179",-0.330333972524948
"180","gbm_1180",0.469848341577575
"181","gbm_1181",1.20993832960517
"182","gbm_1182",1.016426576581
"183","gbm_1183",0.928595050666375
"184","gbm_1184",-1.11459587937489
"185","gbm_1185",0.962030932514454
"186","gbm_1186",1.02356591548761
"187","gbm_1187",1.38906566331616
"188","gbm_1188",1.3438094541816
"189","gbm_1189",0.715411263980384
"190","gbm_1190",1.21777583067272
"191","gbm_1191",1.48170675996655
"192","gbm_1192",-0.108257443637247
"193","gbm_1193",0.672900858856861
"194","gbm_1194",1.30940179557473
"195","gbm_1195",1.01840276898881
"196","gbm_1196",0.143954480996264
"197","gbm_1197",1.45672663398142
"198","gbm_1198",0.859676458946072
"199","gbm_1199",0.581711369747651
"200","gbm_1200",0.0749342890012326
"201","gbm_1201",1.20504764937432
"202","gbm_1202",0.0450478691372949
"203","gbm_1203",1.16680429601379
"204","gbm_1204",1.02020012496628
"205","gbm_1205",1.13690357116744
"206","gbm_1206",1.36982799978076
"207","gbm_1207",1.02452632978003
"208","gbm_1208",1.4980173396398
"209","gbm_1209",-0.767949501219918
"210","gbm_1210",1.44915282555781
"211","gbm_1211",-0.230303299133251
"212","gbm_1212",-0.120285668084674
"213","gbm_1213",1.40897396542527
"214","gbm_1214",1.03346072872599
"215","gbm_1215",0.927361573992459
"216","gbm_1216",-0.244489841471035
"217","gbm_1217",1.00806593405774
"218","gbm_1218",1.40432807690193
"219","gbm_1219",0.687367246543016
"220","gbm_1220",1.29068825146001
"221","gbm_1221",0.030799521787808
"222","gbm_1222",-0.183870492020696
"223","gbm_1223",1.36928163087265
"224","gbm_1224",0.872051654235059
"225","gbm_1225",1.22691212312521
"226","gbm_1226",1.33679766507439
"227","gbm_1227",-0.890310973481279
"228","gbm_1228",1.30327162188696
"229","gbm_1229",0.356645798320821
"230","gbm_1230",1.25435804691759
"231","gbm_1231",-0.166961625025754
"232","gbm_1232",1.45463412933731
