"","model","epp"
"1","gbm_1001",-3.4244870003465
"2","gbm_1002",0.522350597532168
"3","gbm_1003",0.828951841170811
"4","gbm_1004",1.43555717428875
"5","gbm_1005",1.01238547629284
"6","gbm_1006",1.07358820228286
"7","gbm_1007",1.19308606317975
"8","gbm_1008",1.64398066577024
"9","gbm_1009",0.2856201692735
"10","gbm_1010",0.908746903064636
"11","gbm_1011",-0.751058949304543
"12","gbm_1012",1.00150507385881
"13","gbm_1013",1.27070446509287
"14","gbm_1014",1.41809589908908
"15","gbm_1015",0.627890986461023
"16","gbm_1016",1.40936444167066
"17","gbm_1017",1.24231301222157
"18","gbm_1018",-1.09307682701533
"19","gbm_1019",1.44488100002975
"20","gbm_1020",0.909524915117991
"21","gbm_1021",0.771668644471043
"22","gbm_1022",0.916991709512964
"23","gbm_1023",1.42480832977012
"24","gbm_1024",1.28521586385213
"25","gbm_1025",-0.0663715794155887
"26","gbm_1026",0.537667384320457
"27","gbm_1027",1.24321699195288
"28","gbm_1028",0.45100354550332
"29","gbm_1029",1.0667428098218
"30","gbm_1030",0.486823992968154
"31","gbm_1031",1.14869681200405
"32","gbm_1032",1.37183265141736
"33","gbm_1033",0.96038578080947
"34","gbm_1034",1.59164210104021
"35","gbm_1035",-0.21940319496989
"36","gbm_1036",-2.99619358297567
"37","gbm_1037",1.24547834283178
"38","gbm_1038",1.126371825431
"39","gbm_1039",0.64527826861902
"40","gbm_1040",1.48816029066071
"41","gbm_1041",1.25023101524356
"42","gbm_1042",0.652383700585075
"43","gbm_1043",-1.09047512109479
"44","gbm_1044",-3.28994606806855
"45","gbm_1045",1.52092032955282
"46","gbm_1046",-0.0886036400662485
"47","gbm_1047",1.517272256214
"48","gbm_1048",0.252991702419054
"49","gbm_1049",1.41055882011764
"50","gbm_1050",1.23831894588294
"51","gbm_1051",1.00061860115767
"52","gbm_1052",-3.27533492481305
"53","gbm_1053",1.60727035636227
"54","gbm_1054",-0.467351081609109
"55","gbm_1055",0.685847737035385
"56","gbm_1056",1.36525877822836
"57","gbm_1057",1.39858670982221
"58","gbm_1058",1.22703353370499
"59","gbm_1059",0.861802362457914
"60","gbm_1060",-3.40206267218998
"61","gbm_1061",1.27913327524083
"62","gbm_1062",-1.27744522321863
"63","gbm_1063",-0.147544744006101
"64","gbm_1064",1.33967450001933
"65","gbm_1065",0.41523923894715
"66","gbm_1066",0.197020231979058
"67","gbm_1067",1.69084517474028
"68","gbm_1068",-0.373283468860847
"69","gbm_1069",1.25639920863211
"70","gbm_1070",0.589804343064016
"71","gbm_1071",1.29951733235112
"72","gbm_1072",1.39100672983193
"73","gbm_1073",-0.38897690839236
"74","gbm_1074",1.47924985769767
"75","gbm_1075",1.36274604007773
"76","gbm_1076",0.890602214708311
"77","gbm_1077",1.36109594379181
"78","gbm_1078",0.484514676499994
"79","gbm_1079",-1.67451592577657
"80","gbm_1080",-0.399674688385971
"81","gbm_1081",-3.24395387503455
"82","gbm_1082",0.831927676613226
"83","gbm_1083",-0.76614068114823
"84","gbm_1084",0.295304246378555
"85","gbm_1085",1.05236569717125
"86","gbm_1086",0.629937953791493
"87","gbm_1087",1.21918524888469
"88","gbm_1088",1.53607845948935
"89","gbm_1089",0.975147295441846
"90","gbm_1090",0.240862411610114
"91","gbm_1091",0.851398441212136
"92","gbm_1092",1.00005845536201
"93","gbm_1093",1.40277002543812
"94","gbm_1094",1.13324931148441
"95","gbm_1095",-0.321610643752403
"96","gbm_1096",-0.239803995702375
"97","gbm_1097",1.52272684023862
"98","gbm_1098",-3.23080751093815
"99","gbm_1099",1.79652117655529
"100","gbm_1100",1.81434407330367
"101","gbm_1101",1.64628303534625
"102","gbm_1102",1.47208159405002
"103","gbm_1103",0.662636635216944
"104","gbm_1104",0.741114812907983
"105","gbm_1105",1.17906464424061
"106","gbm_1106",1.50810891038015
"107","gbm_1107",1.37912835748011
"108","gbm_1108",0.875165276960339
"109","gbm_1109",1.47803581387306
"110","gbm_1110",1.64855703109946
"111","gbm_1111",0.666065890017172
